"","Municipio","Infectados","Recuperados","Obitos","Total","Dia_Juliano"
"3654","Ipiranga do Norte",0,5,0,5,164
"3655","Itanhanga",0,1,0,1,164
"3656","Itauba",1,0,0,1,164
"3657","Itiquira",9,0,0,9,164
"3658","Jaciara",10,44,0,54,164
"3659","Jangada",1,8,1,10,164
"3660","Jauru",0,1,1,2,164
"3661","Juara",4,2,1,7,164
"3662","Juina",7,7,1,15,164
"3663","Juscimeira",6,6,0,12,164
"3664","Lambari do Oeste",4,4,0,8,164
"3665","Lucas do Rio Verde",96,64,2,162,164
"3666","Luciara",0,1,0,1,164
"3667","Marcelandia",4,6,0,10,164
"3668","Matupa",20,8,0,28,164
"3669","Mirassol do Oeste",8,10,1,19,164
"3670","Nobres",3,3,0,6,164
"3671","Nossa Senhora do Livramento",21,14,1,36,164
"3672","Nova Guarita",1,3,0,4,164
"3673","Nova Lacerda",3,4,0,7,164
"3674","Nova Marilandia",4,0,0,4,164
"3675","Nova Maringa",2,1,0,3,164
"3676","Nova Monte Verde",2,1,0,3,164
"3677","Nova Mutum",64,53,4,121,164
"3678","Nova Olimpia",2,4,0,6,164
"3679","Nova Santa Helena",2,2,1,5,164
"3680","Nova Ubirata",13,10,0,23,164
"3681","Nova Xavantina",2,0,1,3,164
"3682","Novo Mundo",2,14,0,16,164
"3683","Novo Santo Antonio",4,6,0,10,164
"3684","Paranaita",3,0,0,3,164
"3685","Paranatinga",18,2,0,20,164
"3686","Pedra Preta",26,4,0,30,164
"3687","Peixoto de Azevedo",10,28,0,38,164
"3688","Pocone",10,3,2,15,164
"3689","Pontal do Araguaia",5,4,0,9,164
"3690","Ponte Branca",0,0,1,1,164
"3691","Pontes e Lacerda",49,26,6,81,164
"3692","Porto Alegre do Norte",1,2,0,3,164
"3693","Porto dos Gauchos",5,0,0,5,164
"3694","Porto Esperidiao",30,0,2,32,164
"3695","Poxoreu",1,2,0,3,164
"3696","Primavera do Leste",111,116,1,228,164
"3697","Querencia",30,25,1,56,164
"3698","Ribeirao Cascalheira",10,4,0,14,164
"3699","Rio Branco",0,3,0,3,164
"3700","Rondolandia",0,2,0,2,164
"3701","Rondonopolis",322,73,12,407,164
"3702","Rosario Oeste",10,38,2,50,164
"3703","Santa Carmem",4,0,0,4,164
"3704","Santa Cruz do Xingu",1,0,0,1,164
"3705","Santa Rita do Trivelato",1,0,0,1,164
"3706","Santo Afonso",2,0,0,2,164
"3707","Santo Antonio do Leste",3,0,0,3,164
"3708","Santo Antonio do Leverger",4,4,0,8,164
"3709","Sao Felix do Araguaia",4,1,0,5,164
"3710","Sao Jose do Povo",2,5,0,7,164
"3711","Sao Jose do Rio Claro",3,0,1,4,164
"3712","Sao Jose do Xingu",2,0,0,2,164
"3713","Sao Jose dos Quatro Marcos",9,7,1,17,164
"3714","Sao Pedro da Cipa",0,6,1,7,164
"3715","Sapezal",11,35,1,47,164
"3716","Serra Nova Dourada",1,0,0,1,164
"3717","Sinop",73,66,8,147,164
"3718","Sorriso",73,106,2,181,164
"3719","Tabapora",1,0,0,1,164
"3720","Tangara da Serra",59,141,1,201,164
"3721","Tapurah",30,9,0,39,164
"3722","Terra Nova do Norte",7,1,0,8,164
"3723","Uniao do Sul",0,1,0,1,164
"3724","Vale de Sao Domingos",0,1,1,2,164
"3725","Varzea Grande",315,119,33,467,164
"3726","Vera",5,0,1,6,164
"3727","Vila Bela da Santissima Trindade",18,2,0,20,164
"3728","Vila Rica",28,5,1,34,164
"3729","Acorizal",0,12,1,13,165
"3730","Agua Boa",2,6,1,9,165
"3731","Alta Floresta",65,31,3,99,165
"3732","Alto Araguaia",2,8,2,12,165
"3733","Alto Boa Vista",18,0,1,19,165
"3734","Alto Garcas",6,1,0,7,165
"3735","Alto Paraguai",0,1,0,1,165
"3736","Araputanga",9,0,0,9,165
"3737","Arenapolis",7,4,0,11,165
"3738","Aripuana",4,33,1,38,165
"3739","Barra do Bugres",6,0,1,7,165
"3740","Barra do Garcas",47,52,7,106,165
"3741","Bom Jesus do Araguaia",16,2,0,18,165
"3742","Brasnorte",2,0,0,2,165
"3743","Caceres",22,33,5,60,165
"3744","Campinapolis",4,0,0,4,165
"3745","Campo Novo do Parecis",34,23,0,57,165
"3746","Campo Verde",63,71,0,134,165
"3747","Campos de Julio",9,6,0,15,165
"3748","Canabrava do Norte",14,2,0,16,165
"3749","Canarana",11,14,0,25,165
"3750","Chapada dos Guimaraes",9,9,2,20,165
"3751","Claudia",2,0,0,2,165
"3752","Colider",22,7,2,31,165
"3753","Colniza",2,0,0,2,165
"3754","Comodoro",3,3,1,7,165
"3755","Confresa",71,117,3,191,165
"3756","Conquista do Oeste",4,3,0,7,165
"3757","Cotriguacu",4,3,1,8,165
"3758","Cuiaba",1203,396,58,1657,165
"3759","Curvelandia",1,3,1,5,165
"3760","Denise",2,2,0,4,165
"3761","Diamantino",8,0,1,9,165
"3762","Dom Aquino",4,6,1,11,165
"3763","Feliz Natal",9,0,0,9,165
"3764","Figueiropolis do Oeste",0,0,1,1,165
"3765","Gaucha do Norte",1,0,0,1,165
"3766","General Carneiro",1,0,0,1,165
"3767","Guaranta do Norte",35,17,0,52,165
"3768","Guiratinga",5,2,0,7,165
"3769","Ipiranga do Norte",0,5,0,5,165
"3770","Itanhanga",0,1,0,1,165
"3771","Itauba",1,0,0,1,165
"3772","Itiquira",9,0,0,9,165
"3773","Jaciara",14,45,0,59,165
"3774","Jangada",1,8,1,10,165
"3775","Jauru",0,1,1,2,165
"3776","Juara",4,2,1,7,165
"3777","Juina",8,7,1,16,165
"3778","Juscimeira",8,6,0,14,165
"3779","Lambari do Oeste",4,4,0,8,165
"3780","Lucas do Rio Verde",96,65,2,163,165
"3781","Luciara",0,1,0,1,165
"3782","Marcelandia",5,6,0,11,165
"3783","Matupa",21,8,0,29,165
"3784","Mirassol do Oeste",6,13,1,20,165
"3785","Nobres",4,3,0,7,165
"3786","Nossa Senhora do Livramento",23,14,1,38,165
"3787","Nova Guarita",1,3,0,4,165
"3788","Nova Lacerda",3,4,0,7,165
"3789","Nova Marilandia",4,0,0,4,165
"3790","Nova Maringa",2,1,0,3,165
"3791","Nova Monte Verde",2,1,0,3,165
"3792","Nova Mutum",64,62,4,130,165
"3793","Nova Olimpia",2,4,0,6,165
"3794","Nova Santa Helena",2,2,1,5,165
"3795","Nova Ubirata",13,10,0,23,165
"3796","Nova Xavantina",2,0,1,3,165
"3797","Novo Mundo",2,14,0,16,165
"3798","Novo Santo Antonio",4,6,0,10,165
"3799","Paranaita",3,0,0,3,165
"3800","Paranatinga",18,2,0,20,165
"3801","Pedra Preta",26,10,1,37,165
"3802","Peixoto de Azevedo",10,28,0,38,165
"3803","Pocone",11,3,3,17,165
"3804","Pontal do Araguaia",5,4,0,9,165
"3805","Ponte Branca",0,0,1,1,165
"3806","Pontes e Lacerda",49,26,6,81,165
"3807","Porto Alegre do Norte",1,2,0,3,165
"3808","Porto dos Gauchos",5,0,0,5,165
"3809","Porto Esperidiao",35,1,2,38,165
"3810","Poxoreu",3,2,0,5,165
"3811","Primavera do Leste",121,117,2,240,165
"3812","Querencia",41,25,1,67,165
"3813","Ribeirao Cascalheira",10,4,0,14,165
"3814","Rio Branco",0,3,0,3,165
"3815","Rondolandia",0,2,0,2,165
"3816","Rondonopolis",365,74,12,451,165
"3817","Rosario Oeste",12,38,2,52,165
"3818","Santa Carmem",4,0,0,4,165
"3819","Santa Cruz do Xingu",1,0,0,1,165
"3820","Santa Rita do Trivelato",1,0,0,1,165
"3821","Santo Afonso",2,0,0,2,165
"3822","Santo Antonio do Leste",3,0,0,3,165
"3823","Santo Antonio do Leverger",3,5,0,8,165
"3824","Sao Felix do Araguaia",4,1,0,5,165
"3825","Sao Jose do Povo",2,5,0,7,165
"3826","Sao Jose do Rio Claro",3,0,1,4,165
"3827","Sao Jose do Xingu",2,0,0,2,165
"3828","Sao Jose dos Quatro Marcos",3,13,1,17,165
"3829","Sao Pedro da Cipa",0,6,1,7,165
"3830","Sapezal",16,35,1,52,165
"3831","Serra Nova Dourada",1,0,0,1,165
"3832","Sinop",84,67,10,161,165
"3833","Sorriso",80,106,2,188,165
"3834","Tabapora",1,0,0,1,165
"3835","Tangara da Serra",72,141,1,214,165
"3836","Tapurah",33,10,0,43,165
"3837","Terra Nova do Norte",7,1,0,8,165
"3838","Uniao do Sul",0,1,0,1,165
"3839","Vale de Sao Domingos",0,1,1,2,165
"3840","Varzea Grande",335,119,38,492,165
"3841","Vera",5,0,1,6,165
"3842","Vila Bela da Santissima Trindade",19,2,0,21,165
"3843","Vila Rica",28,5,1,34,165
"3844","Acorizal",0,12,1,13,166
"3845","Agua Boa",3,6,1,10,166
"3846","Alta Floresta",65,31,3,99,166
"3847","Alto Araguaia",2,8,2,12,166
"3848","Alto Boa Vista",18,0,1,19,166
"3849","Alto Garcas",6,1,0,7,166
"3850","Alto Paraguai",1,1,0,2,166
"3851","Araputanga",9,0,0,9,166
"3852","Arenapolis",9,4,0,13,166
"3853","Aripuana",4,35,1,40,166
"3854","Barra do Bugres",7,0,1,8,166
"3855","Barra do Garcas",51,52,7,110,166
"3856","Bom Jesus do Araguaia",15,4,0,19,166
"3857","Brasnorte",2,0,0,2,166
"3858","Caceres",28,33,5,66,166
"3859","Campinapolis",4,0,0,4,166
"3860","Campo Novo do Parecis",37,23,0,60,166
"3861","Campo Verde",60,76,0,136,166
"3862","Campos de Julio",9,6,0,15,166
"3863","Canabrava do Norte",14,2,0,16,166
"3864","Canarana",13,15,0,28,166
"3865","Chapada dos Guimaraes",9,9,2,20,166
"3866","Claudia",3,0,0,3,166
"3867","Colider",22,7,2,31,166
"3868","Colniza",2,0,0,2,166
"3869","Comodoro",3,3,1,7,166
"3870","Confresa",73,117,3,193,166
"3871","Conquista do Oeste",4,3,0,7,166
"3872","Cotriguacu",4,3,1,8,166
"3873","Cuiaba",1363,402,59,1824,166
"3874","Curvelandia",2,3,1,6,166
"3875","Denise",2,2,0,4,166
"3876","Diamantino",8,0,1,9,166
"3877","Dom Aquino",4,6,1,11,166
"3878","Feliz Natal",9,0,0,9,166
"3879","Figueiropolis do Oeste",0,0,1,1,166
"3880","Gaucha do Norte",1,0,0,1,166
"3881","General Carneiro",1,0,0,1,166
"3882","Guaranta do Norte",36,17,0,53,166
"3883","Guiratinga",5,2,0,7,166
"3884","Ipiranga do Norte",0,5,0,5,166
"3885","Itanhanga",0,1,0,1,166
"3886","Itauba",1,0,0,1,166
"3887","Itiquira",9,0,0,9,166
"3888","Jaciara",13,46,0,59,166
"3889","Jangada",1,8,1,10,166
"3890","Jauru",0,1,1,2,166
"3891","Juara",4,2,1,7,166
"3892","Juina",8,7,2,17,166
"3893","Juscimeira",6,9,0,15,166
"3894","Lambari do Oeste",4,4,0,8,166
"3895","Lucas do Rio Verde",97,65,4,166,166
"3896","Luciara",0,1,0,1,166
"3897","Marcelandia",5,6,0,11,166
"3898","Matupa",21,8,0,29,166
"3899","Mirassol do Oeste",6,13,1,20,166
"3900","Nobres",4,3,0,7,166
"3901","Nossa Senhora do Livramento",22,15,2,39,166
"3902","Nova Guarita",1,3,0,4,166
"3903","Nova Lacerda",3,4,0,7,166
"3904","Nova Marilandia",4,0,0,4,166
"3905","Nova Maringa",2,1,0,3,166
"3906","Nova Monte Verde",2,1,0,3,166
"3907","Nova Mutum",65,69,4,138,166
"3908","Nova Olimpia",2,4,0,6,166
"3909","Nova Santa Helena",2,2,1,5,166
"3910","Nova Ubirata",13,10,0,23,166
"3911","Nova Xavantina",2,0,1,3,166
"3912","Novo Mundo",2,14,0,16,166
"3913","Novo Santo Antonio",4,6,0,10,166
"3914","Paranaita",3,0,0,3,166
"3915","Paranatinga",18,2,0,20,166
"3916","Pedra Preta",26,10,1,37,166
"3917","Peixoto de Azevedo",10,28,1,39,166
"3918","Pocone",11,3,3,17,166
"3919","Pontal do Araguaia",5,4,0,9,166
"3920","Ponte Branca",0,0,1,1,166
"3921","Pontes e Lacerda",49,26,6,81,166
"3922","Porto Alegre do Norte",1,2,0,3,166
"3923","Porto dos Gauchos",5,0,0,5,166
"3924","Porto Esperidiao",38,1,2,41,166
"3925","Poxoreu",3,2,0,5,166
"3926","Primavera do Leste",131,118,3,252,166
"3927","Querencia",40,25,2,67,166
"3928","Ribeirao Cascalheira",10,4,0,14,166
"3929","Rio Branco",0,3,0,3,166
"3930","Rondolandia",0,2,0,2,166
"3931","Rondonopolis",409,74,12,495,166
"3932","Rosario Oeste",12,38,2,52,166
"3933","Santa Carmem",6,0,0,6,166
"3934","Santa Cruz do Xingu",1,0,0,1,166
"3935","Santa Rita do Trivelato",1,0,0,1,166
"3936","Santo Afonso",2,0,0,2,166
"3937","Santo Antonio do Leste",3,0,0,3,166
"3938","Santo Antonio do Leverger",3,5,0,8,166
"3939","Sao Felix do Araguaia",4,1,0,5,166
"3940","Sao Jose do Povo",2,5,0,7,166
"3941","Sao Jose do Rio Claro",3,0,1,4,166
"3942","Sao Jose do Xingu",2,0,0,2,166
"3943","Sao Jose dos Quatro Marcos",3,13,1,17,166
"3944","Sao Pedro da Cipa",0,6,1,7,166
"3945","Sapezal",17,35,1,53,166
"3946","Serra Nova Dourada",1,0,0,1,166
"3947","Sinop",83,69,11,163,166
"3948","Sorriso",88,122,3,213,166
"3949","Tabapora",1,0,0,1,166
"3950","Tangara da Serra",86,140,1,227,166
"3951","Tapurah",33,10,0,43,166
"3952","Terra Nova do Norte",7,1,0,8,166
"3953","Uniao do Sul",0,1,0,1,166
"3954","Vale de Sao Domingos",0,1,1,2,166
"3955","Varzea Grande",348,152,42,542,166
"3956","Vera",7,0,1,8,166
"3957","Vila Bela da Santissima Trindade",19,2,0,21,166
"3958","Vila Rica",28,5,1,34,166
"3959","Acorizal",0,12,1,13,167
"3960","Agua Boa",3,6,1,10,167
"3961","Alta Floresta",52,48,3,103,167
"3962","Alto Araguaia",3,8,2,13,167
"3963","Alto Boa Vista",6,12,1,19,167
"3964","Alto Garcas",6,1,0,7,167
"3965","Alto Paraguai",1,1,0,2,167
"3966","Araputanga",10,0,0,10,167
"3967","Arenapolis",5,8,0,13,167
"3968","Aripuana",4,39,1,44,167
"3969","Barra do Bugres",3,4,1,8,167
"3970","Barra do Garcas",57,52,7,116,167
"3971","Bom Jesus do Araguaia",11,8,0,19,167
"3972","Brasnorte",2,0,0,2,167
"3973","Caceres",30,33,5,68,167
"3974","Campinapolis",4,0,0,4,167
"3975","Campo Novo do Parecis",21,41,0,62,167
"3976","Campo Verde",60,76,0,136,167
"3977","Campos de Julio",14,15,1,30,167
"3978","Canabrava do Norte",17,2,0,19,167
"3979","Canarana",14,15,1,30,167
"3980","Chapada dos Guimaraes",10,10,2,22,167
"3981","Claudia",3,0,0,3,167
"3982","Colider",29,7,2,38,167
"3983","Colniza",2,0,0,2,167
"3984","Comodoro",5,8,1,14,167
"3985","Confresa",70,151,4,225,167
"3986","Conquista do Oeste",4,3,0,7,167
"3987","Cotriguacu",3,4,1,8,167
"3988","Cuiaba",1391,406,60,1857,167
"3989","Curvelandia",2,3,1,6,167
"3990","Denise",2,2,0,4,167
"3991","Diamantino",8,0,1,9,167
"3992","Dom Aquino",4,6,1,11,167
"3993","Feliz Natal",9,0,0,9,167
"3994","Figueiropolis do Oeste",0,0,1,1,167
"3995","Gaucha do Norte",2,0,0,2,167
"3996","General Carneiro",2,0,0,2,167
"3997","Guaranta do Norte",26,27,0,53,167
"3998","Guiratinga",5,2,0,7,167
"3999","Ipiranga do Norte",0,5,0,5,167
"4000","Itanhanga",0,1,0,1,167
"4001","Itauba",1,0,0,1,167
"4002","Itiquira",9,0,0,9,167
"4003","Jaciara",12,48,0,60,167
"4004","Jangada",1,8,1,10,167
"4005","Jauru",0,1,1,2,167
"4006","Juara",4,2,1,7,167
"4007","Juina",5,11,2,18,167
"4008","Juscimeira",6,9,0,15,167
"4009","Lambari do Oeste",5,4,0,9,167
"4010","Lucas do Rio Verde",100,65,5,170,167
"4011","Luciara",0,1,0,1,167
"4012","Marcelandia",5,6,0,11,167
"4013","Matupa",21,8,0,29,167
"4014","Mirassol do Oeste",7,13,1,21,167
"4015","Nobres",6,3,0,9,167
"4016","Nossa Senhora do Livramento",30,15,2,47,167
"4017","Nova Brasilandia",1,0,0,1,167
"4018","Nova Guarita",0,4,0,4,167
"4019","Nova Lacerda",4,4,0,8,167
"4020","Nova Marilandia",2,2,0,4,167
"4021","Nova Maringa",2,2,0,4,167
"4022","Nova Monte Verde",2,1,0,3,167
"4023","Nova Mutum",60,74,4,138,167
"4024","Nova Olimpia",1,5,0,6,167
"4025","Nova Santa Helena",2,2,1,5,167
"4026","Nova Ubirata",11,16,0,27,167
"4027","Nova Xavantina",2,0,1,3,167
"4028","Novo Mundo",3,14,0,17,167
"4029","Novo Santo Antonio",0,10,0,10,167
"4030","Paranaita",3,0,0,3,167
"4031","Paranatinga",22,2,0,24,167
"4032","Pedra Preta",26,10,1,37,167
"4033","Peixoto de Azevedo",19,32,1,52,167
"4034","Pocone",11,3,3,17,167
"4035","Pontal do Araguaia",4,5,0,9,167
"4036","Ponte Branca",0,0,1,1,167
"4037","Pontes e Lacerda",61,38,6,105,167
"4038","Porto Alegre do Norte",1,2,0,3,167
"4039","Porto dos Gauchos",6,0,0,6,167
"4040","Porto Esperidiao",40,1,2,43,167
"4041","Poxoreu",5,2,0,7,167
"4042","Primavera do Leste",147,121,4,272,167
"4043","Querencia",40,25,2,67,167
"4044","Ribeirao Cascalheira",10,4,0,14,167
"4045","Rio Branco",0,3,0,3,167
"4046","Rondolandia",0,2,0,2,167
"4047","Rondonopolis",421,76,12,509,167
"4048","Rosario Oeste",12,38,2,52,167
"4049","Santa Carmem",8,0,0,8,167
"4050","Santa Cruz do Xingu",1,0,0,1,167
"4051","Santa Rita do Trivelato",1,0,0,1,167
"4052","Santo Afonso",1,1,0,2,167
"4053","Santo Antonio do Leste",3,0,0,3,167
"4054","Santo Antonio do Leverger",4,5,0,9,167
"4055","Sao Felix do Araguaia",5,1,0,6,167
"4056","Sao Jose do Povo",2,5,0,7,167
"4057","Sao Jose do Rio Claro",5,0,1,6,167
"4058","Sao Jose do Xingu",2,0,0,2,167
"4059","Sao Jose dos Quatro Marcos",3,13,1,17,167
"4060","Sao Pedro da Cipa",0,7,1,8,167
"4061","Sapezal",10,42,1,53,167
"4062","Serra Nova Dourada",1,0,0,1,167
"4063","Sinop",66,86,12,164,167
"4064","Sorriso",80,130,3,213,167
"4065","Tabapora",1,0,0,1,167
"4066","Tangara da Serra",67,177,1,245,167
"4067","Tapurah",28,16,0,44,167
"4068","Terra Nova do Norte",6,2,0,8,167
"4069","Uniao do Sul",0,1,0,1,167
"4070","Vale de Sao Domingos",4,1,1,6,167
"4071","Varzea Grande",361,152,44,557,167
"4072","Vera",7,0,1,8,167
"4073","Vila Bela da Santissima Trindade",19,2,1,22,167
"4074","Vila Rica",23,17,1,41,167
"4075","Acorizal",0,12,1,13,168
"4076","Agua Boa",4,7,1,12,168
"4077","Alta Floresta",52,48,3,103,168
"4078","Alto Araguaia",7,8,2,17,168
"4079","Alto Boa Vista",7,12,1,20,168
"4080","Alto Garcas",6,1,0,7,168
"4081","Alto Paraguai",2,2,0,4,168
"4082","Araputanga",10,0,0,10,168
"4083","Arenapolis",5,8,0,13,168
"4084","Aripuana",4,39,2,45,168
"4085","Barao de Melgaco",3,0,0,3,168
"4086","Barra do Bugres",3,4,1,8,168
"4087","Barra do Garcas",63,52,7,122,168
"4088","Bom Jesus do Araguaia",11,8,0,19,168
"4089","Brasnorte",3,0,0,3,168
"4090","Caceres",41,33,5,79,168
"4091","Campinapolis",4,0,0,4,168
"4092","Campo Novo do Parecis",24,41,0,65,168
"4093","Campo Verde",69,76,0,145,168
"4094","Campos de Julio",21,16,1,38,168
"4095","Canabrava do Norte",17,2,0,19,168
"4096","Canarana",14,15,1,30,168
"4097","Chapada dos Guimaraes",11,10,2,23,168
"4098","Claudia",3,0,0,3,168
"4099","Colider",29,7,2,38,168
"4100","Colniza",2,0,0,2,168
"4101","Comodoro",5,8,1,14,168
"4102","Confresa",71,151,4,226,168
"4103","Conquista do Oeste",4,3,0,7,168
"4104","Cotriguacu",3,4,1,8,168
"4105","Cuiaba",1468,406,67,1941,168
"4106","Curvelandia",2,3,1,6,168
"4107","Denise",2,2,0,4,168
"4108","Diamantino",10,0,1,11,168
"4109","Dom Aquino",5,6,1,12,168
"4110","Feliz Natal",12,0,0,12,168
"4111","Figueiropolis do Oeste",0,0,1,1,168
"4112","Gaucha do Norte",2,0,0,2,168
"4113","General Carneiro",2,0,0,2,168
"4114","Guaranta do Norte",28,27,0,55,168
"4115","Guiratinga",6,2,0,8,168
"4116","Ipiranga do Norte",0,5,0,5,168
"4117","Itanhanga",0,1,0,1,168
"4118","Itauba",1,0,0,1,168
"4119","Itiquira",9,0,0,9,168
"4120","Jaciara",20,48,0,68,168
"4121","Jangada",1,8,1,10,168
"4122","Jauru",0,1,1,2,168
"4123","Juara",4,2,1,7,168
"4124","Juina",5,11,2,18,168
"4125","Juruena",1,0,0,1,168
"4126","Juscimeira",6,9,0,15,168
"4127","Lambari do Oeste",5,4,0,9,168
"4128","Lucas do Rio Verde",112,65,5,182,168
"4129","Luciara",0,1,0,1,168
"4130","Marcelandia",14,6,0,20,168
"4131","Matupa",23,8,0,31,168
"4132","Mirassol do Oeste",8,13,1,22,168
"4133","Nobres",8,3,0,11,168
"4134","Nossa Senhora do Livramento",41,15,2,58,168
"4135","Nova Brasilandia",1,0,0,1,168
"4136","Nova Guarita",0,4,0,4,168
"4137","Nova Lacerda",4,4,0,8,168
"4138","Nova Marilandia",3,2,0,5,168
"4139","Nova Maringa",2,2,0,4,168
"4140","Nova Monte Verde",2,1,0,3,168
"4141","Nova Mutum",70,74,4,148,168
"4142","Nova Olimpia",3,5,0,8,168
"4143","Nova Santa Helena",2,2,2,6,168
"4144","Nova Ubirata",11,16,0,27,168
"4145","Nova Xavantina",1,0,2,3,168
"4146","Novo Mundo",6,14,0,20,168
"4147","Novo Santo Antonio",4,10,0,14,168
"4148","Paranaita",3,0,0,3,168
"4149","Paranatinga",22,2,0,24,168
"4150","Pedra Preta",27,10,1,38,168
"4151","Peixoto de Azevedo",19,32,1,52,168
"4152","Pocone",11,4,3,18,168
"4153","Pontal do Araguaia",4,5,0,9,168
"4154","Ponte Branca",0,0,1,1,168
"4155","Pontes e Lacerda",91,39,7,137,168
"4156","Porto Alegre do Norte",1,2,0,3,168
"4157","Porto dos Gauchos",6,0,0,6,168
"4158","Porto Esperidiao",42,1,2,45,168
"4159","Poxoreu",8,2,0,10,168
"4160","Primavera do Leste",163,124,4,291,168
"4161","Querencia",47,27,2,76,168
"4162","Ribeirao Cascalheira",11,6,0,17,168
"4163","Rio Branco",1,3,0,4,168
"4164","Rondolandia",0,2,0,2,168
"4165","Rondonopolis",474,77,19,570,168
"4166","Rosario Oeste",14,38,2,54,168
"4167","Santa Carmem",8,0,0,8,168
"4168","Santa Cruz do Xingu",1,0,0,1,168
"4169","Santa Rita do Trivelato",1,0,0,1,168
"4170","Santo Afonso",1,1,0,2,168
"4171","Santo Antonio do Leste",3,0,0,3,168
"4172","Santo Antonio do Leverger",4,5,0,9,168
"4173","Sao Felix do Araguaia",5,1,0,6,168
"4174","Sao Jose do Povo",3,6,0,9,168
"4175","Sao Jose do Rio Claro",5,0,1,6,168
"4176","Sao Jose do Xingu",2,0,0,2,168
"4177","Sao Jose dos Quatro Marcos",3,13,1,17,168
"4178","Sao Pedro da Cipa",0,7,1,8,168
"4179","Sapezal",17,42,1,60,168
"4180","Serra Nova Dourada",1,0,0,1,168
"4181","Sinop",68,86,13,167,168
"4182","Sorriso",126,130,3,259,168
"4183","Tabapora",1,0,0,1,168
"4184","Tangara da Serra",98,177,3,278,168
"4185","Tapurah",30,16,0,46,168
"4186","Terra Nova do Norte",6,2,0,8,168
"4187","Uniao do Sul",0,1,0,1,168
"4188","Vale de Sao Domingos",4,1,1,6,168
"4189","Varzea Grande",394,153,50,597,168
"4190","Vera",7,0,1,8,168
"4191","Vila Bela da Santissima Trindade",22,2,1,25,168
"4192","Vila Rica",23,17,1,41,168
"4193","Acorizal",5,12,1,18,169
"4194","Agua Boa",4,7,1,12,169
"4195","Alta Floresta",49,53,3,105,169
"4196","Alto Araguaia",8,8,2,18,169
"4197","Alto Boa Vista",7,12,1,20,169
"4198","Alto Garcas",5,3,0,8,169
"4199","Alto Paraguai",2,2,0,4,169
"4200","Araputanga",10,0,0,10,169
"4201","Arenapolis",2,12,0,14,169
"4202","Aripuana",5,39,2,46,169
"4203","Barao de Melgaco",3,0,0,3,169
"4204","Barra do Bugres",4,5,1,10,169
"4205","Barra do Garcas",69,54,7,130,169
"4206","Bom Jesus do Araguaia",6,13,0,19,169
"4207","Brasnorte",3,0,0,3,169
"4208","Caceres",47,35,5,87,169
"4209","Campinapolis",4,0,0,4,169
"4210","Campo Novo do Parecis",31,53,1,85,169
"4211","Campo Verde",68,81,0,149,169
"4212","Campos de Julio",25,20,1,46,169
"4213","Canabrava do Norte",17,2,0,19,169
"4214","Canarana",14,15,1,30,169
"4215","Chapada dos Guimaraes",11,10,2,23,169
"4216","Claudia",6,0,0,6,169
"4217","Colider",29,26,2,57,169
"4218","Colniza",2,0,0,2,169
"4219","Comodoro",6,8,1,15,169
"4220","Confresa",90,152,4,246,169
"4221","Conquista do Oeste",4,3,0,7,169
"4222","Cotriguacu",3,4,1,8,169
"4223","Cuiaba",1544,406,71,2021,169
"4224","Curvelandia",3,3,1,7,169
"4225","Denise",1,3,0,4,169
"4226","Diamantino",8,4,1,13,169
"4227","Dom Aquino",6,6,1,13,169
"4228","Feliz Natal",14,2,0,16,169
"4229","Figueiropolis do Oeste",0,0,1,1,169
"4230","Gaucha do Norte",2,0,0,2,169
"4231","General Carneiro",3,0,0,3,169
"4232","Guaranta do Norte",32,27,1,60,169
"4233","Guiratinga",10,2,0,12,169
"4234","Ipiranga do Norte",0,5,0,5,169
"4235","Itanhanga",1,1,0,2,169
"4236","Itauba",1,0,0,1,169
"4237","Itiquira",4,5,0,9,169
"4238","Jaciara",21,52,0,73,169
"4239","Jangada",1,8,1,10,169
"4240","Jauru",0,1,1,2,169
"4241","Juara",4,2,1,7,169
"4242","Juina",5,11,2,18,169
"4243","Juruena",1,0,0,1,169
"4244","Juscimeira",6,9,0,15,169
