"","Municipio","Infectados","Recuperados","Obitos","Total","Dia_Juliano"
"3035","Pedra Preta",21,1,0,22,158
"3036","Peixoto de Azevedo",14,21,0,35,158
"3037","Pocone",1,3,0,4,158
"3038","Pontal do Araguaia",5,4,0,9,158
"3039","Ponte Branca",0,0,1,1,158
"3040","Pontes e Lacerda",42,19,5,66,158
"3041","Porto Alegre do Norte",0,2,0,2,158
"3042","Porto Esperidiao",7,0,0,7,158
"3043","Poxoreu",0,2,0,2,158
"3044","Primavera do Leste",133,40,0,173,158
"3045","Querencia",9,17,1,27,158
"3046","Ribeirao Cascalheira",5,0,0,5,158
"3047","Rio Branco",0,3,0,3,158
"3048","Rondolandia",0,2,0,2,158
"3049","Rondonopolis",213,58,12,283,158
"3050","Rosario Oeste",11,33,1,45,158
"3051","Santa Carmem",1,0,0,1,158
"3052","Santa Cruz do Xingu",1,0,0,1,158
"3053","Santa Rita do Trivelato",1,0,0,1,158
"3054","Santo Afonso",2,0,0,2,158
"3055","Santo Antonio do Leste",2,0,0,2,158
"3056","Santo Antonio do Leverger",6,1,0,7,158
"3057","Sao Felix do Araguaia",0,1,0,1,158
"3058","Sao Jose do Povo",2,1,0,3,158
"3059","Sao Jose do Rio Claro",1,0,1,2,158
"3060","Sao Jose do Xingu",2,0,0,2,158
"3061","Sao Jose dos Quatro Marcos",10,5,1,16,158
"3062","Sao Pedro da Cipa",0,6,1,7,158
"3063","Sapezal",26,13,0,39,158
"3064","Sinop",55,34,4,93,158
"3065","Sorriso",100,36,0,136,158
"3066","Tangara da Serra",92,71,1,164,158
"3067","Tapurah",26,5,0,31,158
"3068","Terra Nova do Norte",1,0,0,1,158
"3069","Uniao do Sul",0,1,0,1,158
"3070","Vale de Sao Domingos",0,1,1,2,158
"3071","Varzea Grande",234,107,20,361,158
"3072","Vera",5,0,0,5,158
"3073","Vila Bela da Santissima Trindade",16,2,0,18,158
"3074","Vila Rica",24,2,0,26,158
"3075","Acorizal",6,2,1,9,159
"3076","Agua Boa",2,4,0,6,159
"3077","Alta Floresta",14,26,3,43,159
"3078","Alto Araguaia",0,8,2,10,159
"3079","Alto Boa Vista",3,0,1,4,159
"3080","Alto Garcas",0,1,0,1,159
"3081","Alto Paraguai",0,1,0,1,159
"3082","Araputanga",8,0,0,8,159
"3083","Arenapolis",7,0,0,7,159
"3084","Aripuana",26,9,1,36,159
"3085","Barra do Bugres",5,0,0,5,159
"3086","Barra do Garcas",39,49,5,93,159
"3087","Bom Jesus do Araguaia",4,2,0,6,159
"3088","Caceres",16,22,5,43,159
"3089","Campo Novo do Parecis",14,16,0,30,159
"3090","Campo Verde",38,40,0,78,159
"3091","Campos de Julio",9,1,0,10,159
"3092","Canabrava do Norte",6,0,0,6,159
"3093","Canarana",15,2,0,17,159
"3094","Chapada dos Guimaraes",3,8,2,13,159
"3095","Colider",4,7,1,12,159
"3096","Colniza",1,0,0,1,159
"3097","Comodoro",7,0,0,7,159
"3098","Confresa",77,58,3,138,159
"3099","Conquista do Oeste",4,3,0,7,159
"3100","Cotriguacu",1,3,1,5,159
"3101","Cuiaba",926,262,24,1212,159
"3102","Curvelandia",0,3,1,4,159
"3103","Denise",3,1,0,4,159
"3104","Diamantino",2,0,0,2,159
"3105","Dom Aquino",1,4,0,5,159
"3106","Guaranta do Norte",34,3,0,37,159
"3107","Guiratinga",1,2,0,3,159
"3108","Ipiranga do Norte",0,5,0,5,159
"3109","Itanhanga",1,0,0,1,159
"3110","Itiquira",6,0,0,6,159
"3111","Jaciara",15,34,0,49,159
"3112","Jangada",3,6,1,10,159
"3113","Jauru",0,1,1,2,159
"3114","Juara",6,0,1,7,159
"3115","Juina",7,5,1,13,159
"3116","Juscimeira",4,4,0,8,159
"3117","Lambari do Oeste",3,2,0,5,159
"3118","Lucas do Rio Verde",80,40,2,122,159
"3119","Luciara",1,0,0,1,159
"3120","Marcelandia",5,3,0,8,159
"3121","Matupa",19,8,0,27,159
"3122","Mirassol do Oeste",10,8,1,19,159
"3123","Nobres",3,1,0,4,159
"3124","Nossa Senhora do Livramento",14,3,0,17,159
"3125","Nova Guarita",3,0,0,3,159
"3126","Nova Lacerda",1,3,0,4,159
"3127","Nova Marilandia",1,0,0,1,159
"3128","Nova Maringa",1,0,0,1,159
"3129","Nova Monte Verde",0,1,0,1,159
"3130","Nova Mutum",34,31,1,66,159
"3131","Nova Olimpia",2,2,0,4,159
"3132","Nova Santa Helena",5,0,0,5,159
"3133","Nova Ubirata",10,10,0,20,159
"3134","Nova Xavantina",3,0,0,3,159
"3135","Novo Mundo",6,8,0,14,159
"3136","Novo Santo Antonio",6,0,0,6,159
"3137","Paranaita",1,0,0,1,159
"3138","Paranatinga",13,2,0,15,159
"3139","Pedra Preta",21,1,0,22,159
"3140","Peixoto de Azevedo",8,27,0,35,159
"3141","Pocone",1,3,1,5,159
"3142","Pontal do Araguaia",5,4,0,9,159
"3143","Ponte Branca",0,0,1,1,159
"3144","Pontes e Lacerda",42,19,5,66,159
"3145","Porto Alegre do Norte",0,2,0,2,159
"3146","Porto Esperidiao",7,0,0,7,159
"3147","Poxoreu",0,2,0,2,159
"3148","Primavera do Leste",134,43,1,178,159
"3149","Querencia",10,17,1,28,159
"3150","Ribeirao Cascalheira",5,0,0,5,159
"3151","Rio Branco",0,3,0,3,159
"3152","Rondolandia",0,2,0,2,159
"3153","Rondonopolis",236,58,12,306,159
"3154","Rosario Oeste",11,33,1,45,159
"3155","Santa Carmem",1,0,0,1,159
"3156","Santa Cruz do Xingu",1,0,0,1,159
"3157","Santa Rita do Trivelato",1,0,0,1,159
"3158","Santo Afonso",2,0,0,2,159
"3159","Santo Antonio do Leste",2,0,0,2,159
"3160","Santo Antonio do Leverger",6,1,0,7,159
"3161","Sao Felix do Araguaia",0,1,0,1,159
"3162","Sao Jose do Povo",2,1,0,3,159
"3163","Sao Jose do Rio Claro",2,0,1,3,159
"3164","Sao Jose do Xingu",2,0,0,2,159
"3165","Sao Jose dos Quatro Marcos",10,5,1,16,159
"3166","Sao Pedro da Cipa",0,6,1,7,159
"3167","Sapezal",26,13,0,39,159
"3168","Sinop",60,34,6,100,159
"3169","Sorriso",91,49,0,140,159
"3170","Tangara da Serra",101,71,1,173,159
"3171","Tapurah",26,5,0,31,159
"3172","Terra Nova do Norte",1,0,0,1,159
"3173","Uniao do Sul",0,1,0,1,159
"3174","Vale de Sao Domingos",0,1,1,2,159
"3175","Varzea Grande",242,107,20,369,159
"3176","Vera",5,0,0,5,159
"3177","Vila Bela da Santissima Trindade",16,2,0,18,159
"3178","Vila Rica",24,2,0,26,159
"3179","Acorizal",5,6,1,12,160
"3180","Agua Boa",3,4,0,7,160
"3181","Alta Floresta",13,27,3,43,160
"3182","Alto Araguaia",0,8,2,10,160
"3183","Alto Boa Vista",17,0,1,18,160
"3184","Alto Garcas",0,1,0,1,160
"3185","Alto Paraguai",0,1,0,1,160
"3186","Araputanga",9,0,0,9,160
"3187","Arenapolis",7,0,0,7,160
"3188","Aripuana",10,25,1,36,160
"3189","Barra do Bugres",5,0,0,5,160
"3190","Barra do Garcas",37,51,5,93,160
"3191","Bom Jesus do Araguaia",4,2,0,6,160
"3192","Caceres",20,22,5,47,160
"3193","Campinapolis",1,0,0,1,160
"3194","Campo Novo do Parecis",9,22,0,31,160
"3195","Campo Verde",41,40,0,81,160
"3196","Campos de Julio",10,1,0,11,160
"3197","Canabrava do Norte",6,0,0,6,160
"3198","Canarana",10,8,0,18,160
"3199","Chapada dos Guimaraes",3,8,2,13,160
"3200","Colider",7,7,2,16,160
"3201","Colniza",1,0,0,1,160
"3202","Comodoro",7,0,0,7,160
"3203","Confresa",59,92,3,154,160
"3204","Conquista do Oeste",4,3,0,7,160
"3205","Cotriguacu",1,3,1,5,160
"3206","Cuiaba",971,284,30,1285,160
"3207","Curvelandia",0,3,1,4,160
"3208","Denise",2,2,0,4,160
"3209","Diamantino",1,0,1,2,160
"3210","Dom Aquino",5,4,0,9,160
"3211","Feliz Natal",2,0,0,2,160
"3212","Guaranta do Norte",35,3,0,38,160
"3213","Guiratinga",1,2,0,3,160
"3214","Ipiranga do Norte",0,5,0,5,160
"3215","Itanhanga",1,0,0,1,160
"3216","Itiquira",6,0,0,6,160
"3217","Jaciara",15,34,0,49,160
"3218","Jangada",3,6,1,10,160
"3219","Jauru",0,1,1,2,160
"3220","Juara",6,0,1,7,160
"3221","Juina",6,6,1,13,160
"3222","Juscimeira",5,4,0,9,160
"3223","Lambari do Oeste",3,2,0,5,160
"3224","Lucas do Rio Verde",84,41,2,127,160
"3225","Luciara",0,1,0,1,160
"3226","Marcelandia",5,3,0,8,160
"3227","Matupa",19,8,0,27,160
"3228","Mirassol do Oeste",10,8,1,19,160
"3229","Nobres",3,1,0,4,160
"3230","Nossa Senhora do Livramento",14,3,1,18,160
"3231","Nova Guarita",1,3,0,4,160
"3232","Nova Lacerda",3,4,0,7,160
"3233","Nova Marilandia",2,0,0,2,160
"3234","Nova Maringa",1,0,0,1,160
"3235","Nova Monte Verde",0,1,0,1,160
"3236","Nova Mutum",34,34,2,70,160
"3237","Nova Olimpia",2,2,0,4,160
"3238","Nova Santa Helena",5,0,0,5,160
"3239","Nova Ubirata",10,10,0,20,160
"3240","Nova Xavantina",3,0,0,3,160
"3241","Novo Mundo",0,14,0,14,160
"3242","Novo Santo Antonio",6,0,0,6,160
"3243","Paranaita",2,0,0,2,160
"3244","Paranatinga",17,2,0,19,160
"3245","Pedra Preta",20,4,0,24,160
"3246","Peixoto de Azevedo",8,27,0,35,160
"3247","Pocone",2,3,1,6,160
"3248","Pontal do Araguaia",5,4,0,9,160
"3249","Ponte Branca",0,0,1,1,160
"3250","Pontes e Lacerda",45,26,5,76,160
"3251","Porto Alegre do Norte",1,2,0,3,160
"3252","Porto Esperidiao",8,0,0,8,160
"3253","Poxoreu",0,2,0,2,160
"3254","Primavera do Leste",139,43,1,183,160
"3255","Querencia",13,17,1,31,160
"3256","Ribeirao Cascalheira",6,0,0,6,160
"3257","Rio Branco",0,3,0,3,160
"3258","Rondolandia",0,2,0,2,160
"3259","Rondonopolis",241,59,12,312,160
"3260","Rosario Oeste",11,33,1,45,160
"3261","Santa Carmem",1,0,0,1,160
"3262","Santa Cruz do Xingu",1,0,0,1,160
"3263","Santa Rita do Trivelato",1,0,0,1,160
"3264","Santo Afonso",2,0,0,2,160
"3265","Santo Antonio do Leste",3,0,0,3,160
"3266","Santo Antonio do Leverger",6,1,0,7,160
"3267","Sao Felix do Araguaia",0,1,0,1,160
"3268","Sao Jose do Povo",2,1,0,3,160
"3269","Sao Jose do Rio Claro",2,0,1,3,160
"3270","Sao Jose do Xingu",2,0,0,2,160
"3271","Sao Jose dos Quatro Marcos",8,7,1,16,160
"3272","Sao Pedro da Cipa",0,6,1,7,160
"3273","Sapezal",14,27,0,41,160
"3274","Sinop",48,50,6,104,160
"3275","Sorriso",87,53,0,140,160
"3276","Tabapora",1,0,0,1,160
"3277","Tangara da Serra",51,124,1,176,160
"3278","Tapurah",31,5,0,36,160
"3279","Terra Nova do Norte",1,1,0,2,160
"3280","Uniao do Sul",0,1,0,1,160
"3281","Vale de Sao Domingos",0,1,1,2,160
"3282","Varzea Grande",246,107,22,375,160
"3283","Vera",5,0,0,5,160
"3284","Vila Bela da Santissima Trindade",18,2,0,20,160
"3285","Vila Rica",25,2,1,28,160
"3286","Acorizal",5,6,1,12,161
"3287","Agua Boa",4,4,0,8,161
"3288","Alta Floresta",13,27,3,43,161
"3289","Alto Araguaia",0,8,2,10,161
"3290","Alto Boa Vista",18,0,1,19,161
"3291","Alto Garcas",2,1,0,3,161
"3292","Alto Paraguai",0,1,0,1,161
"3293","Araputanga",9,0,0,9,161
"3294","Arenapolis",3,4,0,7,161
"3295","Aripuana",4,32,1,37,161
"3296","Barra do Bugres",5,0,0,5,161
"3297","Barra do Garcas",38,51,6,95,161
"3298","Bom Jesus do Araguaia",8,2,0,10,161
"3299","Caceres",23,22,5,50,161
"3300","Campinapolis",3,0,0,3,161
"3301","Campo Novo do Parecis",9,23,0,32,161
"3302","Campo Verde",50,43,0,93,161
"3303","Campos de Julio",8,6,0,14,161
"3304","Canabrava do Norte",6,0,0,6,161
"3305","Canarana",11,8,0,19,161
"3306","Chapada dos Guimaraes",7,8,2,17,161
"3307","Colider",8,7,2,17,161
"3308","Colniza",1,0,0,1,161
"3309","Comodoro",7,0,0,7,161
"3310","Confresa",70,92,3,165,161
"3311","Conquista do Oeste",4,3,0,7,161
"3312","Cotriguacu",3,3,1,7,161
"3313","Cuiaba",1001,294,37,1332,161
"3314","Curvelandia",0,3,1,4,161
"3315","Denise",2,2,0,4,161
"3316","Diamantino",1,0,1,2,161
"3317","Dom Aquino",5,4,0,9,161
"3318","Feliz Natal",2,0,0,2,161
"3319","Guaranta do Norte",30,8,0,38,161
"3320","Guiratinga",1,2,0,3,161
"3321","Ipiranga do Norte",0,5,0,5,161
"3322","Itanhanga",1,0,0,1,161
"3323","Itauba",1,0,0,1,161
"3324","Itiquira",7,0,0,7,161
"3325","Jaciara",17,35,0,52,161
"3326","Jangada",3,6,1,10,161
"3327","Jauru",0,1,1,2,161
"3328","Juara",4,2,1,7,161
"3329","Juina",6,6,1,13,161
"3330","Juscimeira",5,6,0,11,161
"3331","Lambari do Oeste",1,4,0,5,161
"3332","Lucas do Rio Verde",91,44,2,137,161
"3333","Luciara",0,1,0,1,161
"3334","Marcelandia",5,5,0,10,161
"3335","Matupa",19,8,0,27,161
"3336","Mirassol do Oeste",10,8,1,19,161
"3337","Nobres",3,1,0,4,161
"3338","Nossa Senhora do Livramento",16,4,1,21,161
"3339","Nova Guarita",1,3,0,4,161
"3340","Nova Lacerda",3,4,0,7,161
"3341","Nova Marilandia",2,0,0,2,161
"3342","Nova Maringa",0,1,0,1,161
"3343","Nova Monte Verde",0,1,0,1,161
"3344","Nova Mutum",37,39,2,78,161
"3345","Nova Olimpia",0,4,0,4,161
"3346","Nova Santa Helena",4,0,1,5,161
"3347","Nova Ubirata",13,10,0,23,161
"3348","Nova Xavantina",3,0,0,3,161
"3349","Novo Mundo",0,14,0,14,161
"3350","Novo Santo Antonio",1,5,0,6,161
"3351","Paranaita",3,0,0,3,161
"3352","Paranatinga",17,2,0,19,161
"3353","Pedra Preta",25,4,0,29,161
"3354","Peixoto de Azevedo",9,27,0,36,161
"3355","Pocone",2,3,2,7,161
"3356","Pontal do Araguaia",5,4,0,9,161
"3357","Ponte Branca",0,0,1,1,161
"3358","Pontes e Lacerda",45,26,5,76,161
"3359","Porto Alegre do Norte",1,2,0,3,161
"3360","Porto Esperidiao",11,0,0,11,161
"3361","Poxoreu",0,2,0,2,161
"3362","Primavera do Leste",146,44,1,191,161
"3363","Querencia",19,21,1,41,161
"3364","Ribeirao Cascalheira",9,0,0,9,161
"3365","Rio Branco",0,3,0,3,161
"3366","Rondolandia",0,2,0,2,161
"3367","Rondonopolis",274,60,12,346,161
"3368","Rosario Oeste",11,33,1,45,161
"3369","Santa Carmem",2,0,0,2,161
"3370","Santa Cruz do Xingu",1,0,0,1,161
"3371","Santa Rita do Trivelato",1,0,0,1,161
"3372","Santo Afonso",2,0,0,2,161
"3373","Santo Antonio do Leste",3,0,0,3,161
"3374","Santo Antonio do Leverger",6,1,0,7,161
"3375","Sao Felix do Araguaia",3,1,0,4,161
"3376","Sao Jose do Povo",5,2,0,7,161
"3377","Sao Jose do Rio Claro",2,0,1,3,161
"3378","Sao Jose do Xingu",2,0,0,2,161
"3379","Sao Jose dos Quatro Marcos",8,7,1,16,161
"3380","Sao Pedro da Cipa",0,6,1,7,161
"3381","Sapezal",9,35,0,44,161
"3382","Sinop",52,53,7,112,161
"3383","Sorriso",42,97,1,140,161
"3384","Tabapora",1,0,0,1,161
"3385","Tangara da Serra",46,140,1,187,161
"3386","Tapurah",30,9,0,39,161
"3387","Terra Nova do Norte",1,1,0,2,161
"3388","Uniao do Sul",0,1,0,1,161
"3389","Vale de Sao Domingos",0,1,1,2,161
"3390","Varzea Grande",266,107,24,397,161
"3391","Vera",6,0,0,6,161
"3392","Vila Bela da Santissima Trindade",18,2,0,20,161
"3393","Vila Rica",26,2,1,29,161
"3394","Acorizal",1,11,1,13,162
"3395","Agua Boa",2,6,0,8,162
"3396","Alta Floresta",13,27,3,43,162
"3397","Alto Araguaia",0,8,2,10,162
"3398","Alto Boa Vista",18,0,1,19,162
"3399","Alto Garcas",2,1,0,3,162
"3400","Alto Paraguai",0,1,0,1,162
"3401","Araputanga",9,0,0,9,162
"3402","Arenapolis",5,4,0,9,162
"3403","Aripuana",4,32,1,37,162
"3404","Barra do Bugres",5,0,0,5,162
"3405","Barra do Garcas",41,51,7,99,162
"3406","Bom Jesus do Araguaia",13,2,0,15,162
"3407","Brasnorte",2,0,0,2,162
"3408","Caceres",23,22,5,50,162
"3409","Campinapolis",3,0,0,3,162
"3410","Campo Novo do Parecis",12,23,0,35,162
"3411","Campo Verde",55,49,0,104,162
"3412","Campos de Julio",8,6,0,14,162
"3413","Canabrava do Norte",14,2,0,16,162
"3414","Canarana",12,11,0,23,162
"3415","Chapada dos Guimaraes",7,8,2,17,162
"3416","Colider",11,7,2,20,162
"3417","Colniza",2,0,0,2,162
"3418","Comodoro",4,3,0,7,162
"3419","Confresa",67,117,3,187,162
"3420","Conquista do Oeste",4,3,0,7,162
"3421","Cotriguacu",3,3,1,7,162
"3422","Cuiaba",1023,304,40,1367,162
"3423","Curvelandia",0,3,1,4,162
"3424","Denise",2,2,0,4,162
"3425","Diamantino",2,0,1,3,162
"3426","Dom Aquino",4,6,0,10,162
"3427","Feliz Natal",3,0,0,3,162
"3428","Gaucha do Norte",1,0,0,1,162
"3429","Guaranta do Norte",38,9,0,47,162
"3430","Guiratinga",3,2,0,5,162
"3431","Ipiranga do Norte",0,5,0,5,162
"3432","Itanhanga",0,1,0,1,162
"3433","Itauba",1,0,0,1,162
"3434","Itiquira",7,0,0,7,162
"3435","Jaciara",16,38,0,54,162
"3436","Jangada",3,6,1,10,162
"3437","Jauru",0,1,1,2,162
"3438","Juara",4,2,1,7,162
"3439","Juina",7,7,1,15,162
"3440","Juscimeira",6,6,0,12,162
"3441","Lambari do Oeste",1,4,0,5,162
"3442","Lucas do Rio Verde",95,44,2,141,162
"3443","Luciara",0,1,0,1,162
"3444","Marcelandia",4,6,0,10,162
"3445","Matupa",20,8,0,28,162
"3446","Mirassol do Oeste",10,8,1,19,162
"3447","Nobres",4,1,0,5,162
"3448","Nossa Senhora do Livramento",23,4,1,28,162
"3449","Nova Guarita",1,3,0,4,162
"3450","Nova Lacerda",3,4,0,7,162
"3451","Nova Marilandia",2,0,0,2,162
"3452","Nova Maringa",0,1,0,1,162
"3453","Nova Monte Verde",2,1,0,3,162
"3454","Nova Mutum",44,39,2,85,162
"3455","Nova Olimpia",2,4,0,6,162
"3456","Nova Santa Helena",4,0,1,5,162
"3457","Nova Ubirata",13,10,0,23,162
"3458","Nova Xavantina",2,0,1,3,162
"3459","Novo Mundo",2,14,0,16,162
"3460","Novo Santo Antonio",4,6,0,10,162
"3461","Paranaita",3,0,0,3,162
"3462","Paranatinga",17,2,0,19,162
"3463","Pedra Preta",26,4,0,30,162
"3464","Peixoto de Azevedo",10,28,0,38,162
"3465","Pocone",2,3,2,7,162
"3466","Pontal do Araguaia",5,4,0,9,162
"3467","Ponte Branca",0,0,1,1,162
"3468","Pontes e Lacerda",49,26,6,81,162
"3469","Porto Alegre do Norte",1,2,0,3,162
"3470","Porto Esperidiao",12,0,0,12,162
"3471","Poxoreu",1,2,0,3,162
"3472","Primavera do Leste",157,44,1,202,162
"3473","Querencia",27,22,1,50,162
"3474","Ribeirao Cascalheira",11,2,0,13,162
"3475","Rio Branco",0,3,0,3,162
"3476","Rondolandia",0,2,0,2,162
"3477","Rondonopolis",275,73,12,360,162
"3478","Rosario Oeste",13,33,1,47,162
"3479","Santa Carmem",2,0,0,2,162
"3480","Santa Cruz do Xingu",1,0,0,1,162
"3481","Santa Rita do Trivelato",1,0,0,1,162
"3482","Santo Afonso",2,0,0,2,162
"3483","Santo Antonio do Leste",3,0,0,3,162
"3484","Santo Antonio do Leverger",6,1,0,7,162
"3485","Sao Felix do Araguaia",3,1,0,4,162
"3486","Sao Jose do Povo",5,2,0,7,162
"3487","Sao Jose do Rio Claro",2,0,1,3,162
"3488","Sao Jose do Xingu",2,0,0,2,162
"3489","Sao Jose dos Quatro Marcos",8,7,1,16,162
"3490","Sao Pedro da Cipa",0,6,1,7,162
"3491","Sapezal",11,35,0,46,162
"3492","Sinop",59,56,7,122,162
"3493","Sorriso",53,97,1,151,162
"3494","Tabapora",1,0,0,1,162
"3495","Tangara da Serra",49,141,1,191,162
"3496","Tapurah",30,9,0,39,162
"3497","Terra Nova do Norte",1,1,0,2,162
"3498","Uniao do Sul",0,1,0,1,162
"3499","Vale de Sao Domingos",0,1,1,2,162
"3500","Varzea Grande",274,116,28,418,162
"3501","Vera",5,0,1,6,162
"3502","Vila Bela da Santissima Trindade",18,2,0,20,162
"3503","Vila Rica",28,5,1,34,162
"3504","Acorizal",1,11,1,13,163
"3505","Agua Boa",2,6,0,8,163
"3506","Alta Floresta",35,30,3,68,163
"3507","Alto Araguaia",1,8,2,11,163
"3508","Alto Boa Vista",18,0,1,19,163
"3509","Alto Garcas",6,1,0,7,163
"3510","Alto Paraguai",0,1,0,1,163
"3511","Araputanga",9,0,0,9,163
"3512","Arenapolis",6,4,0,10,163
"3513","Aripuana",3,33,1,37,163
"3514","Barra do Bugres",5,0,0,5,163
"3515","Barra do Garcas",41,51,7,99,163
"3516","Bom Jesus do Araguaia",13,2,0,15,163
"3517","Brasnorte",2,0,0,2,163
"3518","Caceres",26,23,5,54,163
"3519","Campinapolis",3,0,0,3,163
"3520","Campo Novo do Parecis",33,23,0,56,163
"3521","Campo Verde",55,59,0,114,163
"3522","Campos de Julio",8,6,0,14,163
"3523","Canabrava do Norte",14,2,0,16,163
"3524","Canarana",12,11,0,23,163
"3525","Chapada dos Guimaraes",7,9,2,18,163
"3526","Claudia",2,0,0,2,163
"3527","Colider",11,7,2,20,163
"3528","Colniza",2,0,0,2,163
"3529","Comodoro",4,3,0,7,163
"3530","Confresa",67,117,3,187,163
"3531","Conquista do Oeste",4,3,0,7,163
"3532","Cotriguacu",4,3,1,8,163
"3533","Cuiaba",1101,319,43,1463,163
"3534","Curvelandia",1,3,1,5,163
"3535","Denise",2,2,0,4,163
"3536","Diamantino",3,0,1,4,163
"3537","Dom Aquino",4,6,0,10,163
"3538","Feliz Natal",3,0,0,3,163
"3539","Gaucha do Norte",1,0,0,1,163
"3540","Guaranta do Norte",30,17,0,47,163
"3541","Guiratinga",5,2,0,7,163
"3542","Ipiranga do Norte",0,5,0,5,163
"3543","Itanhanga",0,1,0,1,163
"3544","Itauba",1,0,0,1,163
"3545","Itiquira",9,0,0,9,163
"3546","Jaciara",14,40,0,54,163
"3547","Jangada",1,8,1,10,163
"3548","Jauru",0,1,1,2,163
"3549","Juara",4,2,1,7,163
"3550","Juina",7,7,1,15,163
"3551","Juscimeira",6,6,0,12,163
"3552","Lambari do Oeste",4,4,0,8,163
"3553","Lucas do Rio Verde",106,44,2,152,163
"3554","Luciara",0,1,0,1,163
"3555","Marcelandia",4,6,0,10,163
"3556","Matupa",20,8,0,28,163
"3557","Mirassol do Oeste",8,10,1,19,163
"3558","Nobres",2,3,0,5,163
"3559","Nossa Senhora do Livramento",30,4,1,35,163
"3560","Nova Guarita",1,3,0,4,163
"3561","Nova Lacerda",3,4,0,7,163
"3562","Nova Marilandia",2,0,0,2,163
"3563","Nova Maringa",2,1,0,3,163
"3564","Nova Monte Verde",2,1,0,3,163
"3565","Nova Mutum",53,42,2,97,163
"3566","Nova Olimpia",2,4,0,6,163
"3567","Nova Santa Helena",4,0,1,5,163
"3568","Nova Ubirata",13,10,0,23,163
"3569","Nova Xavantina",2,0,1,3,163
"3570","Novo Mundo",2,14,0,16,163
"3571","Novo Santo Antonio",4,6,0,10,163
"3572","Paranaita",3,0,0,3,163
"3573","Paranatinga",18,2,0,20,163
"3574","Pedra Preta",26,4,0,30,163
"3575","Peixoto de Azevedo",10,28,0,38,163
"3576","Pocone",9,3,2,14,163
"3577","Pontal do Araguaia",5,4,0,9,163
"3578","Ponte Branca",0,0,1,1,163
"3579","Pontes e Lacerda",49,26,6,81,163
"3580","Porto Alegre do Norte",1,2,0,3,163
"3581","Porto Esperidiao",29,0,1,30,163
"3582","Poxoreu",1,2,0,3,163
"3583","Primavera do Leste",143,68,1,212,163
"3584","Querencia",30,24,1,55,163
"3585","Ribeirao Cascalheira",12,2,0,14,163
"3586","Rio Branco",0,3,0,3,163
"3587","Rondolandia",0,2,0,2,163
"3588","Rondonopolis",306,73,12,391,163
"3589","Rosario Oeste",10,38,2,50,163
"3590","Santa Carmem",2,0,0,2,163
"3591","Santa Cruz do Xingu",1,0,0,1,163
"3592","Santa Rita do Trivelato",1,0,0,1,163
"3593","Santo Afonso",2,0,0,2,163
"3594","Santo Antonio do Leste",3,0,0,3,163
"3595","Santo Antonio do Leverger",6,1,0,7,163
"3596","Sao Felix do Araguaia",3,1,0,4,163
"3597","Sao Jose do Povo",2,5,0,7,163
"3598","Sao Jose do Rio Claro",3,0,1,4,163
"3599","Sao Jose do Xingu",2,0,0,2,163
"3600","Sao Jose dos Quatro Marcos",9,7,1,17,163
"3601","Sao Pedro da Cipa",0,6,1,7,163
"3602","Sapezal",11,35,1,47,163
"3603","Sinop",67,57,7,131,163
"3604","Sorriso",45,106,2,153,163
"3605","Tabapora",1,0,0,1,163
"3606","Tangara da Serra",52,141,1,194,163
"3607","Tapurah",30,9,0,39,163
"3608","Terra Nova do Norte",7,1,0,8,163
"3609","Uniao do Sul",0,1,0,1,163
"3610","Vale de Sao Domingos",0,1,1,2,163
"3611","Varzea Grande",290,116,31,437,163
"3612","Vera",5,0,1,6,163
"3613","Vila Bela da Santissima Trindade",18,2,0,20,163
"3614","Vila Rica",28,5,1,34,163
"3615","Acorizal",0,12,1,13,164
"3616","Agua Boa",3,6,0,9,164
"3617","Alta Floresta",65,31,3,99,164
"3618","Alto Araguaia",1,8,2,11,164
"3619","Alto Boa Vista",18,0,1,19,164
"3620","Alto Garcas",6,1,0,7,164
"3621","Alto Paraguai",0,1,0,1,164
"3622","Araputanga",9,0,0,9,164
"3623","Arenapolis",6,4,0,10,164
"3624","Aripuana",4,33,1,38,164
"3625","Barra do Bugres",6,0,1,7,164
"3626","Barra do Garcas",41,51,7,99,164
"3627","Bom Jesus do Araguaia",16,2,0,18,164
"3628","Brasnorte",2,0,0,2,164
"3629","Caceres",28,23,5,56,164
"3630","Campinapolis",3,0,0,3,164
"3631","Campo Novo do Parecis",33,23,0,56,164
"3632","Campo Verde",59,59,0,118,164
"3633","Campos de Julio",8,6,0,14,164
"3634","Canabrava do Norte",14,2,0,16,164
"3635","Canarana",10,13,0,23,164
"3636","Chapada dos Guimaraes",7,9,2,18,164
"3637","Claudia",2,0,0,2,164
"3638","Colider",12,7,2,21,164
"3639","Colniza",2,0,0,2,164
"3640","Comodoro",3,3,1,7,164
"3641","Confresa",70,117,3,190,164
"3642","Conquista do Oeste",4,3,0,7,164
"3643","Cotriguacu",4,3,1,8,164
"3644","Cuiaba",1172,321,51,1544,164
"3645","Curvelandia",1,3,1,5,164
"3646","Denise",2,2,0,4,164
"3647","Diamantino",6,0,1,7,164
"3648","Dom Aquino",4,6,1,11,164
"3649","Feliz Natal",3,0,0,3,164
"3650","Figueiropolis do Oeste",0,0,1,1,164
"3651","Gaucha do Norte",1,0,0,1,164
"3652","Guaranta do Norte",33,17,0,50,164
"3653","Guiratinga",5,2,0,7,164
